date,time,am/pm,temp,dew point,humidity,wind speed
2024-03-03,9:51,PM,57,44,62,6
2024-03-03,10:51,PM,55,43,64,9
2024-03-03,11:51,PM,52,43,71,9
2024-03-03,12:51,AM,50,42,74,6
2024-03-07,1:41,AM,48,46,93,5
2024-03-07,1:51,AM,48,46,93,5
2024-03-07,2:21,AM,48,46,93,6
2024-03-07,2:51,AM,48,46,93,7
2024-03-07,3:51,AM,49,47,93,10
2024-03-07,4:42,AM,50,46,86,16
2024-03-07,4:51,AM,50,46,86,16
2024-03-07,5:51,AM,50,46,86,13
2024-03-07,6:51,AM,49,44,83,15
2024-03-07,7:05,AM,49,43,80,13
2024-03-07,7:18,AM,49,43,80,15
2024-03-07,7:51,AM,48,43,83,15
2024-03-07,8:23,AM,49,43,80,16
2024-03-07,8:39,AM,49,42,77,15
2024-03-07,8:51,AM,49,42,77,16
2024-03-07,9:51,AM,49,43,80,15
2024-03-07,10:51,AM,50,43,77,12
2024-03-07,11:51,AM,52,43,71,12
2024-03-07,12:51,PM,53,43,69,15
2024-03-07,1:51,PM,52,43,71,14
2024-03-07,2:05,PM,51,43,74,15
2024-03-07,2:23,PM,50,43,77,17
2024-03-07,2:30,PM,51,43,74,20
2024-03-07,2:51,PM,51,42,71,18
2024-03-07,3:51,PM,51,40,66,18
2024-03-07,4:51,PM,51,39,63,17
2024-03-07,5:51,PM,51,38,61,20
2024-03-07,6:51,PM,49,37,64,15
2024-03-07,7:51,PM,49,36,61,18
2024-03-07,8:51,PM,48,35,61,17
2024-03-07,9:51,PM,47,35,63,18
2024-03-07,10:51,PM,47,35,63,16
2024-03-07,11:51,PM,45,35,68,13
2024-03-07,12:51,AM,44,34,68,16
2024-03-13,12:51,AM,51,31,46,5
2024-03-13,1:51,AM,49,32,52,0
2024-03-13,2:51,AM,47,33,59,7
2024-03-13,3:51,AM,45,33,63,0
2024-03-13,4:51,AM,45,32,60,3
2024-03-13,5:51,AM,44,31,60,0
2024-03-13,6:51,AM,47,31,54,0
2024-03-13,7:51,AM,50,32,50,5
2024-03-13,8:51,AM,53,30,41,0
2024-03-13,9:51,AM,56,29,36,0
2024-03-13,10:51,AM,58,31,36,3
2024-03-13,11:51,AM,60,27,28,10
2024-03-13,12:51,PM,0,0,0,12
2024-03-13,1:51,PM,58,29,33,9
2024-03-13,2:51,PM,59,27,29,10
2024-03-13,3:51,PM,60,25,26,13
2024-03-13,4:51,PM,59,28,31,14
2024-03-13,5:51,PM,56,30,37,12
2024-03-13,6:51,PM,53,35,50,9
2024-03-13,7:51,PM,51,37,59,7
2024-03-13,8:51,PM,50,38,63,7
2024-03-13,9:51,PM,50,39,66,7
2024-03-13,10:51,PM,47,39,74,5
2024-03-13,11:51,PM,46,39,76,5
2024-03-12,12:51,AM,46,15,29,21
2024-03-12,1:51,AM,46,14,28,21
2024-03-12,2:51,AM,46,15,29,18
2024-03-12,3:51,AM,45,15,30,16
2024-03-12,4:51,AM,46,15,29,14
2024-03-12,5:51,AM,45,17,33,12
2024-03-12,6:51,AM,46,19,34,12
2024-03-12,7:51,AM,47,20,34,18
2024-03-12,8:51,AM,49,21,33,13
2024-03-12,9:51,AM,50,22,33,14
2024-03-12,10:51,AM,53,25,34,15
2024-03-12,11:51,AM,55,28,35,17
2024-03-12,12:51,PM,58,28,32,7
2024-03-12,1:51,PM,62,28,28,18
2024-03-12,2:51,PM,61,29,30,21
2024-03-12,3:51,PM,63,28,27,16
2024-03-12,4:51,PM,64,28,26,17
2024-03-12,5:51,PM,63,29,28,18
2024-03-12,6:51,PM,61,29,30,14
2024-03-12,7:51,PM,59,30,33,9
2024-03-12,8:51,PM,59,30,33,9
2024-03-12,9:51,PM,58,30,35,5
2024-03-12,10:51,PM,57,29,34,6
2024-03-12,11:51,PM,54,29,38,5
2024-03-06,1:51,AM,48,42,80,9
2024-03-06,2:51,AM,48,43,83,9
2024-03-06,3:14,AM,48,43,83,6
2024-03-06,3:51,AM,48,43,83,5
2024-03-06,4:51,AM,48,42,80,6
2024-03-06,5:51,AM,48,43,83,7
2024-03-06,6:51,AM,48,43,83,5
2024-03-06,6:59,AM,48,43,83,5
2024-03-06,7:51,AM,48,44,86,0
2024-03-06,8:51,AM,49,45,86,0
2024-03-06,9:51,AM,51,45,80,5
2024-03-06,10:51,AM,50,44,80,7
2024-03-06,11:34,AM,49,44,83,7
2024-03-06,11:51,AM,50,44,80,9
2024-03-06,12:51,PM,49,45,86,6
2024-03-06,1:10,PM,49,45,86,5
2024-03-06,1:51,PM,50,45,83,5
2024-03-06,2:21,PM,49,45,86,5
2024-03-06,2:51,PM,49,45,86,3
2024-03-06,3:51,PM,48,44,86,9
2024-03-06,4:24,PM,48,45,89,13
2024-03-06,4:51,PM,47,43,86,12
2024-03-06,4:57,PM,47,44,90,13
2024-03-06,5:51,PM,48,44,86,12
2024-03-06,6:51,PM,46,43,89,7
2024-03-06,7:51,PM,45,41,86,17
2024-03-06,8:18,PM,45,41,86,18
2024-03-06,8:51,PM,45,41,86,23
2024-03-06,9:25,PM,45,42,90,18
2024-03-06,9:51,PM,45,41,86,23
2024-03-06,10:26,PM,45,41,86,17
2024-03-06,10:51,PM,44,40,85,16
2024-03-06,11:10,PM,44,41,89,15
2024-03-06,11:43,PM,44,41,89,13
2024-03-06,11:51,PM,44,41,89,14
2024-03-06,12:12,AM,45,42,90,15
2024-03-06,12:51,AM,46,43,89,7
2024-03-10,1:51,AM,44,41,89,15
2024-03-10,3:46,AM,45,43,93,6
2024-03-10,3:51,AM,45,43,93,3
2024-03-04,1:51,AM,50,41,71,7
2024-03-04,2:51,AM,49,41,74,3
2024-03-04,3:51,AM,48,41,77,3
2024-03-04,4:51,AM,47,41,80,5
2024-03-04,5:51,AM,47,40,77,3
2024-03-04,6:51,AM,47,40,77,6
2024-03-04,7:51,AM,47,40,77,9
2024-03-04,8:51,AM,47,40,77,12
2024-03-04,9:51,AM,47,41,80,9
2024-03-04,10:51,AM,48,41,77,13
2024-03-04,11:51,AM,48,41,77,10
2024-03-04,12:51,PM,50,42,74,14
2024-03-04,1:26,PM,51,42,71,12
2024-03-04,1:51,PM,55,44,67,15
2024-03-04,2:03,PM,57,44,62,15
2024-03-04,2:51,PM,57,44,62,10
2024-03-04,2:58,PM,57,43,59,15
2024-03-04,3:51,PM,57,42,57,14
2024-03-04,4:51,PM,58,43,58,10
2024-03-04,5:51,PM,53,42,66,9
2024-03-04,6:51,PM,53,42,66,8
2024-03-04,7:51,PM,49,41,74,15
2024-03-04,8:39,PM,46,39,76,10
2024-03-04,8:51,PM,46,40,79,12
2024-03-04,9:51,PM,46,40,79,12
2024-03-04,10:27,PM,46,40,79,12
2024-03-04,10:44,PM,45,40,82,12
2024-03-04,10:51,PM,45,40,82,12
2024-03-04,11:51,PM,46,41,83,9
2024-03-04,12:35,AM,46,41,83,8
2024-03-04,12:51,AM,45,41,86,9
2024-03-05,1:48,AM,45,39,81,12
2024-03-05,1:51,AM,44,39,82,13
2024-03-05,2:43,AM,44,39,82,8
2024-03-05,2:51,AM,44,39,82,8
2024-03-05,3:34,AM,44,39,82,7
2024-03-05,3:51,AM,43,39,86,8
2024-03-05,4:08,AM,43,39,86,9
2024-03-05,4:51,AM,42,39,89,12
2024-03-05,5:37,AM,42,39,89,10
2024-03-05,5:51,AM,42,39,89,13
2024-03-05,6:02,AM,42,39,89,12
2024-03-05,6:06,AM,42,39,89,12
2024-03-05,6:48,AM,43,39,87,15
2024-03-05,6:51,AM,42,39,89,14
2024-03-05,7:04,AM,42,39,89,13
2024-03-05,7:35,AM,42,39,89,16
2024-03-05,7:51,AM,41,39,93,16
2024-03-05,7:53,AM,41,39,93,16
2024-03-05,8:51,AM,42,39,89,17
2024-03-05,9:35,AM,41,38,89,22
2024-03-05,9:50,AM,42,39,89,23
2024-03-05,10:00,AM,42,39,89,24
2024-03-05,10:48,AM,43,39,87,18
2024-03-05,10:51,AM,42,39,89,17
2024-03-05,11:24,AM,43,40,89,18
2024-03-05,11:51,AM,43,40,89,14
2024-03-05,12:43,PM,43,40,89,16
2024-03-05,12:51,PM,43,40,89,16
2024-03-05,1:51,PM,43,39,86,22
2024-03-05,2:08,PM,43,40,89,18
2024-03-05,2:51,PM,45,41,86,21
2024-03-05,3:51,PM,44,40,85,16
2024-03-05,4:51,PM,43,40,89,13
2024-03-05,5:24,PM,44,40,85,14
2024-03-05,5:51,PM,45,41,86,12
2024-03-05,6:51,PM,43,40,89,8
2024-03-05,7:42,PM,44,41,89,9
2024-03-05,7:51,PM,43,40,89,6
2024-03-05,8:40,PM,45,41,86,7
2024-03-05,8:51,PM,45,42,90,0
2024-03-05,9:11,PM,45,42,90,3
2024-03-05,9:21,PM,46,42,86,6
2024-03-05,9:43,PM,46,43,89,7
2024-03-05,9:51,PM,46,43,89,3
2024-03-05,10:13,PM,47,43,86,8
2024-03-05,10:51,PM,48,44,86,7
2024-03-05,11:10,PM,48,44,86,7
2024-03-05,11:51,PM,49,43,80,8
2024-03-05,12:51,AM,49,42,77,14
2024-03-11,12:51,AM,38,23,55,23
2024-03-11,1:04,AM,37,23,57,17
2024-03-11,1:51,AM,36,23,59,23
2024-03-11,2:47,AM,37,21,52,22
2024-03-11,2:51,AM,37,20,50,24
2024-03-11,3:51,AM,37,21,52,24
2024-03-11,4:51,AM,37,21,52,33
2024-03-11,5:51,AM,38,21,51,20
2024-03-11,6:51,AM,38,22,53,21
2024-03-11,7:51,AM,39,22,50,22
2024-03-11,8:51,AM,39,22,50,25
2024-03-11,9:51,AM,39,22,50,29
2024-03-11,10:51,AM,42,21,43,30
2024-03-11,11:51,AM,44,20,38,32
2024-03-11,12:51,PM,47,17,30,29
2024-03-11,1:51,PM,48,15,27,38
2024-03-11,2:51,PM,50,16,26,25
2024-03-11,3:51,PM,50,14,24,30
2024-03-11,4:51,PM,51,12,21,26
2024-03-11,5:51,PM,51,14,23,30
2024-03-11,6:51,PM,50,15,25,20
2024-03-11,7:51,PM,49,16,27,21
2024-03-11,8:51,PM,48,18,30,16
2024-03-11,9:51,PM,47,15,28,25
2024-03-11,10:51,PM,46,16,30,20
2024-03-11,11:51,PM,46,15,29,28
2024-02-22,1:51,AM,36,22,57,3
2024-02-22,2:51,AM,36,23,59,6
2024-02-22,3:51,AM,36,24,62,6
2024-02-22,4:51,AM,36,24,62,7
2024-02-22,5:08,AM,35,23,61,7
2024-02-22,5:28,AM,36,24,62,6
2024-02-22,5:51,AM,36,24,62,6
2024-02-22,6:51,AM,36,24,62,6
2024-02-22,7:10,AM,35,24,64,5
2024-02-22,7:51,AM,35,24,64,8
2024-02-22,8:51,AM,36,25,64,9
2024-02-22,9:51,AM,38,26,62,9
2024-02-22,10:51,AM,39,27,62,7
2024-02-22,11:51,AM,42,27,55,9
2024-02-22,12:18,PM,40,27,60,12
2024-02-22,12:51,PM,41,27,57,12
2024-02-22,1:51,PM,42,28,58,13
2024-02-22,1:58,PM,42,28,58,13
2024-02-22,2:51,PM,41,28,60,12
2024-02-22,3:51,PM,42,29,60,15
2024-02-22,4:22,PM,42,30,62,13
2024-02-22,4:51,PM,41,30,65,12
2024-02-22,5:23,PM,41,30,65,15
2024-02-22,5:51,PM,40,31,70,13
2024-02-22,6:21,PM,40,33,77,13
2024-02-22,6:51,PM,40,34,79,13
2024-02-22,7:51,PM,41,34,76,13
2024-02-22,8:15,PM,41,34,76,13
2024-02-22,8:51,PM,41,34,76,14
2024-02-22,9:51,PM,41,35,79,10
2024-02-22,10:03,PM,41,35,79,9
2024-02-22,10:51,PM,41,35,79,10
2024-02-22,11:14,PM,41,36,82,10
2024-02-22,11:51,PM,41,36,82,9
2024-02-22,12:51,AM,42,36,79,7
2024-02-23,1:41,AM,42,37,82,3
2024-02-23,1:51,AM,42,37,82,6
2024-02-23,2:51,AM,41,37,86,7
2024-02-23,3:51,AM,40,37,89,8
2024-02-23,4:51,AM,40,36,86,9
2024-02-23,5:39,AM,40,37,89,3
2024-02-23,5:51,AM,40,37,89,6
2024-02-23,6:17,AM,40,37,89,8
2024-02-23,6:43,AM,40,37,89,5
2024-02-23,6:49,AM,39,37,93,6
2024-02-23,6:51,AM,40,37,89,6
2024-02-23,7:51,AM,41,38,89,3
2024-02-23,8:51,AM,43,39,86,3
2024-02-23,9:51,AM,43,39,86,7
2024-02-23,10:51,AM,43,39,86,3
2024-02-23,11:51,AM,44,39,82,8
2024-02-23,12:51,PM,45,39,80,5
2024-02-23,1:51,PM,46,38,73,7
2024-02-23,2:51,PM,45,37,74,9
2024-02-23,3:51,PM,45,36,71,10
2024-02-23,4:51,PM,45,36,71,7
2024-02-23,5:51,PM,45,37,74,6
2024-02-23,6:51,PM,46,36,68,6
2024-02-23,7:51,PM,46,36,68,6
2024-02-23,8:51,PM,45,36,71,8
2024-02-23,9:51,PM,45,36,71,6
2024-02-23,10:51,PM,44,35,71,0
2024-02-23,11:51,PM,44,36,73,8
2024-02-23,12:51,AM,44,36,73,8
2024-02-21,1:51,AM,31,16,54,5
2024-02-21,2:51,AM,30,16,56,5
2024-02-21,3:51,AM,31,18,59,5
2024-02-21,4:51,AM,30,19,64,5
2024-02-21,5:51,AM,31,21,67,6
2024-02-21,6:51,AM,30,22,72,5
2024-02-21,7:51,AM,31,23,72,8
2024-02-21,8:51,AM,32,24,73,7
2024-02-21,9:51,AM,33,24,70,8
2024-02-21,10:51,AM,34,25,70,10
2024-02-21,11:51,AM,36,25,64,10
2024-02-21,12:51,PM,38,25,60,14
2024-02-21,1:51,PM,39,22,50,9
2024-02-21,2:51,PM,40,22,49,9
2024-02-21,3:51,PM,38,24,57,12
2024-02-21,4:51,PM,38,25,60,10
2024-02-21,5:51,PM,39,24,55,10
2024-02-21,6:51,PM,37,22,54,12
2024-02-21,7:51,PM,36,21,55,7
2024-02-21,8:51,PM,36,21,55,9
2024-02-21,9:51,PM,36,22,57,8
2024-02-21,10:51,PM,36,22,57,7
2024-02-21,11:51,PM,36,22,57,9
2024-02-21,12:51,AM,36,23,59,8
2024-02-09,1:51,AM,43,31,62,7
2024-02-09,2:51,AM,42,30,62,9
2024-02-09,3:51,AM,42,30,62,8
2024-02-09,4:51,AM,43,30,60,5
2024-02-09,5:51,AM,43,28,56,7
2024-02-09,6:51,AM,42,31,65,8
2024-02-09,7:51,AM,43,34,71,9
2024-02-09,8:51,AM,43,37,80,12
2024-02-09,9:51,AM,44,38,79,12
2024-02-09,10:51,AM,46,38,73,9
2024-02-09,11:51,AM,48,38,68,9
2024-02-09,12:51,PM,50,39,66,10
2024-02-09,1:51,PM,50,38,63,13
2024-02-09,2:51,PM,51,38,61,14
2024-02-09,3:51,PM,50,39,66,13
2024-02-09,4:51,PM,49,39,69,13
2024-02-09,5:51,PM,48,39,71,13
2024-02-09,6:51,PM,47,39,74,9
2024-02-09,7:51,PM,46,39,76,6
2024-02-09,8:51,PM,45,38,76,7
2024-02-09,9:51,PM,45,39,80,7
2024-02-09,10:51,PM,44,37,76,0
2024-02-09,11:51,PM,44,38,79,0
2024-02-09,12:51,AM,42,37,82,5
2024-02-08,1:51,AM,38,29,70,0
2024-02-08,2:51,AM,39,30,70,3
2024-02-08,3:51,AM,39,29,67,0
2024-02-08,4:51,AM,37,26,65,0
2024-02-08,5:51,AM,37,31,79,5
2024-02-08,6:51,AM,36,29,76,6
2024-02-08,7:51,AM,36,27,70,6
2024-02-08,8:51,AM,38,24,57,6
2024-02-08,9:51,AM,40,25,55,5
2024-02-08,10:51,AM,42,22,45,6
2024-02-08,11:51,AM,44,20,38,7
2024-02-08,12:51,PM,47,20,34,6
2024-02-08,1:51,PM,49,21,33,7
2024-02-08,2:51,PM,51,21,31,6
2024-02-08,3:51,PM,51,24,35,9
2024-02-08,4:51,PM,50,24,36,10
2024-02-08,5:51,PM,47,24,41,9
2024-02-08,6:51,PM,44,27,51,12
2024-02-08,7:51,PM,43,29,58,10
2024-02-08,8:51,PM,43,30,60,7
2024-02-08,9:51,PM,43,30,60,8
2024-02-08,10:51,PM,43,31,62,9
2024-02-08,11:51,PM,43,33,68,9
2024-02-08,12:51,AM,43,34,71,10
2024-02-20,1:51,AM,32,6,34,7
2024-02-20,2:51,AM,31,7,37,7
2024-02-20,3:51,AM,29,8,41,9
2024-02-20,4:51,AM,28,6,39,9
2024-02-20,5:51,AM,27,6,41,13
2024-02-20,6:51,AM,27,5,39,10
2024-02-20,7:51,AM,26,4,39,13
2024-02-20,8:51,AM,27,5,39,13
2024-02-20,9:51,AM,30,8,40,12
2024-02-20,10:51,AM,30,8,40,12
2024-02-20,11:51,AM,32,8,37,7
2024-02-20,12:51,PM,34,9,35,9
2024-02-20,1:51,PM,36,8,31,7
2024-02-20,2:51,PM,36,9,33,7
2024-02-20,3:51,PM,37,10,33,9
2024-02-20,4:51,PM,37,9,31,10
2024-02-20,5:51,PM,37,9,31,8
2024-02-20,6:51,PM,34,13,42,9
2024-02-20,7:51,PM,33,13,43,8
2024-02-20,8:51,PM,33,13,43,7
2024-02-20,9:51,PM,33,13,43,6
2024-02-20,10:51,PM,32,14,48,5
2024-02-20,11:51,PM,32,14,48,5
2024-02-20,12:51,AM,32,14,48,6
2024-02-24,1:51,AM,43,36,76,7
2024-02-24,2:51,AM,43,35,74,7
2024-02-24,3:51,AM,43,34,71,9
2024-02-24,4:51,AM,42,32,67,13
2024-02-24,5:51,AM,41,31,67,14
2024-02-24,6:51,AM,41,30,65,8
2024-02-24,7:51,AM,41,29,62,13
2024-02-24,8:51,AM,41,29,62,12
2024-02-24,9:51,AM,41,27,57,10
2024-02-24,10:51,AM,40,25,55,17
2024-02-24,11:51,AM,40,23,51,15
2024-02-24,12:51,PM,41,16,36,14
2024-02-24,1:51,PM,42,14,32,12
2024-02-24,2:51,PM,43,13,30,13
2024-02-24,3:51,PM,43,12,28,10
2024-02-24,4:51,PM,43,11,27,12
2024-02-24,5:51,PM,41,10,28,13
2024-02-24,6:51,PM,40,11,31,12
2024-02-24,7:51,PM,37,7,29,17
2024-02-24,8:51,PM,36,7,30,16
2024-02-24,9:51,PM,34,7,32,16
2024-02-24,10:51,PM,32,6,34,15
2024-02-24,11:51,PM,31,7,37,13
2024-02-24,12:51,AM,30,6,36,15
2024-02-25,1:51,AM,28,6,39,13
2024-02-25,2:51,AM,27,5,39,12
2024-02-25,3:51,AM,26,5,41,10
2024-02-25,4:51,AM,25,4,41,9
2024-02-25,5:51,AM,25,5,43,7
2024-02-25,6:51,AM,24,6,46,7
2024-02-25,7:51,AM,24,7,48,7
2024-02-25,8:51,AM,25,4,41,7
2024-02-25,9:51,AM,26,2,35,7
2024-02-25,10:51,AM,28,2,33,0
2024-02-25,11:51,AM,31,3,31,5
2024-02-25,12:51,PM,33,5,31,6
2024-02-25,1:51,PM,36,7,30,3
2024-02-25,2:51,PM,37,8,30,6
2024-02-25,3:51,PM,38,9,30,0
2024-02-25,4:51,PM,38,14,38,13
2024-02-25,5:51,PM,36,18,48,15
2024-02-25,6:51,PM,34,19,54,12
2024-02-25,7:51,PM,35,22,59,12
2024-02-25,8:51,PM,36,24,62,12
2024-02-25,9:51,PM,36,23,59,9
2024-02-25,10:51,PM,36,22,57,8
2024-02-25,11:51,PM,37,20,50,10
2024-02-25,12:51,AM,36,17,46,10
2024-02-19,1:51,AM,38,14,38,18
2024-02-19,2:51,AM,36,16,44,10
2024-02-19,3:51,AM,36,14,41,9
2024-02-19,4:51,AM,36,13,39,14
2024-02-19,5:51,AM,35,14,42,13
2024-02-19,6:51,AM,35,14,42,14
2024-02-19,7:51,AM,35,15,44,8
2024-02-19,8:51,AM,35,16,46,14
2024-02-19,9:51,AM,36,17,46,13
2024-02-19,10:51,AM,36,15,43,20
2024-02-19,11:51,AM,37,14,39,14
2024-02-19,12:51,PM,38,15,39,15
2024-02-19,1:51,PM,39,11,32,13
2024-02-19,2:51,PM,39,10,30,14
2024-02-19,3:51,PM,40,11,31,13
2024-02-19,4:51,PM,40,8,27,8
2024-02-19,5:51,PM,40,9,28,13
2024-02-19,6:51,PM,38,8,29,10
2024-02-19,7:51,PM,38,9,30,10
2024-02-19,8:51,PM,37,8,30,9
2024-02-19,9:51,PM,36,8,31,14
2024-02-19,10:51,PM,34,9,35,12
2024-02-19,11:51,PM,33,8,35,9
2024-02-19,12:51,AM,32,11,42,6
2024-02-27,1:51,AM,40,34,79,7
2024-02-27,2:51,AM,39,34,82,5
2024-02-27,3:51,AM,39,34,82,6
2024-02-27,4:51,AM,38,33,83,6
2024-02-27,5:51,AM,38,34,86,7
2024-02-27,6:41,AM,39,35,86,8
2024-02-27,6:45,AM,39,36,87,8
2024-02-27,6:51,AM,39,35,86,7
2024-02-27,7:09,AM,39,35,86,8
2024-02-27,7:24,AM,40,36,86,6
2024-02-27,7:29,AM,40,36,86,7
2024-02-27,7:51,AM,40,36,86,8
2024-02-27,7:53,AM,40,36,86,8
2024-02-27,8:51,AM,40,37,89,9
2024-02-27,9:51,AM,40,37,89,12
2024-02-27,10:51,AM,41,38,89,12
2024-02-27,11:08,AM,41,39,93,9
2024-02-27,11:51,AM,41,38,89,15
2024-02-27,12:45,PM,43,39,87,16
2024-02-27,12:51,PM,44,39,82,16
2024-02-27,12:56,PM,43,38,82,15
2024-02-27,1:51,PM,45,38,76,15
2024-02-27,2:51,PM,46,39,76,12
2024-02-27,3:51,PM,53,40,61,14
2024-02-27,4:51,PM,51,40,66,8
2024-02-27,5:51,PM,50,40,68,16
2024-02-27,6:51,PM,50,41,71,13
2024-02-27,7:51,PM,50,44,80,10
2024-02-27,8:51,PM,49,45,86,7
2024-02-27,9:51,PM,50,47,89,13
2024-02-27,10:27,PM,51,47,86,15
2024-02-27,10:35,PM,50,47,89,15
2024-02-27,10:51,PM,50,46,86,16
2024-02-27,11:21,PM,51,47,86,13
2024-02-27,11:51,PM,51,47,86,14
2024-02-27,12:37,AM,51,47,86,12
2024-02-27,12:51,AM,50,47,89,10
2024-02-26,1:51,AM,35,18,50,12
2024-02-26,2:51,AM,35,20,54,10
2024-02-26,3:51,AM,36,21,55,9
2024-02-26,4:51,AM,36,21,55,12
2024-02-26,5:51,AM,36,22,57,9
2024-02-26,6:51,AM,36,23,59,10
2024-02-26,7:51,AM,36,24,62,7
2024-02-26,8:51,AM,38,26,62,13
2024-02-26,9:51,AM,40,28,63,7
2024-02-26,10:51,AM,41,28,60,8
2024-02-26,11:51,AM,43,30,60,12
2024-02-26,12:51,PM,44,32,63,3
2024-02-26,1:51,PM,47,33,59,5
2024-02-26,2:51,PM,50,31,48,7
2024-02-26,3:51,PM,53,30,41,8
2024-02-26,4:51,PM,51,32,48,9
2024-02-26,5:51,PM,49,33,54,13
2024-02-26,6:51,PM,47,33,59,10
2024-02-26,7:51,PM,46,34,63,7
2024-02-26,8:51,PM,47,34,61,7
2024-02-26,9:51,PM,46,34,63,0
2024-02-26,10:51,PM,47,34,61,0
2024-02-26,11:51,PM,46,35,66,6
2024-02-26,12:51,AM,43,34,71,3
