Max_Temp,Avg_Temp,Min_Temp,Max_Dew,Avg_Dew,Min_Dew,Max_Humidity,Avg_Humidity,Min_Humidity,Max_Wind,Avg_Wind,Min_Wind,Max_Pressure,Avg_Pressure,Min_Pressure,Date,Chicago,Miami,New York,Austin
30,23.3,19,11,6.8,3,62,50.0,39,16,9.5,5,29.5,29.4,29.4,2020-02-27,1.0,0.0,0.0,0.0
35,27.1,17,21,9.2,2,69,48.3,31,15,9.0,5,29.6,29.5,29.4,2020-02-28,1.0,0.0,0.0,0.0
34,30.9,28,96,86.4,76,20,11.5,6,29.4,29.2,29.0,0.04,0,0,2020-02-29,1.0,0.0,0.0,0.0
50,42.0,35,43,30.6,27,80,65.3,46,12,6.4,3,29.1,29.1,29.0,2020-03-01,1.0,0.0,0.0,0.0
49,39.8,32,34,28.4,25,85,65.3,47,25,12.6,3,29.1,29.0,28.9,2020-03-02,1.0,0.0,0.0,0.0
49,40.9,36,35,26.5,19,93,59.6,31,15,7.3,0,29.4,29.3,29.1,2020-03-03,1.0,0.0,0.0,0.0
52,42.2,34,33,26.8,22,82,55.9,39,28,16.1,5,29.4,29.3,29.2,2020-03-04,1.0,0.0,0.0,0.0
38,33.7,28,31,23.1,21,82,65.6,54,28,15.7,0,29.8,29.6,29.3,2020-03-05,1.0,0.0,0.0,0.0
52,38.6,24,24,21.9,19,84,55.1,27,17,10.7,0,29.9,29.8,29.6,2020-03-06,1.0,0.0,0.0,0.0
66,52.7,40,30,25.0,22,51,36.0,20,23,17.7,14,29.6,29.5,29.4,2020-03-07,1.0,0.0,0.0,0.0
58,53.7,49,54,45.6,31,97,76.3,41,23,17.0,12,29.5,29.3,29.1,2020-03-08,1.0,0.0,0.0,0.0
54,40.9,34,52,36.0,27,100,83.5,56,17,9.6,0,29.6,29.4,29.2,2020-03-09,1.0,0.0,0.0,0.0
43,39.3,36,32,31.6,29,82,74.2,65,10,6.3,0,29.5,29.4,29.3,2020-03-10,1.0,0.0,0.0,0.0
56,46.8,37,50,36.9,31,86,69.6,40,21,11.2,3,29.3,29.1,28.9,2020-03-11,1.0,0.0,0.0,0.0
49,41.8,34,35,21.5,15,73,46.6,26,24,16.0,8,29.7,29.5,29.1,2020-03-12,1.0,0.0,0.0,0.0
41,36.4,33,29,24.5,16,85,63.7,39,18,12.3,6,29.9,29.8,29.7,2020-03-13,1.0,0.0,0.0,0.0
39,35.8,34,29,25.0,20,78,65.5,49,14,10.5,6,30.0,29.9,29.8,2020-03-14,1.0,0.0,0.0,0.0
41,37.3,33,37,33.4,26,93,86.5,65,10,6.2,0,29.8,29.6,29.5,2020-03-15,1.0,0.0,0.0,0.0
47,40.3,37,36,25.3,13,89,59.9,30,16,9.0,5,29.6,29.6,29.5,2020-03-16,1.0,0.0,0.0,0.0
45,42.1,39,43,36.6,19,100,83.1,43,13,7.6,0,29.6,29.4,29.3,2020-03-17,1.0,0.0,0.0,0.0
63,47.8,40,63,47.6,40,100,99.4,93,15,9.6,0,29.5,29.3,29.0,2020-03-18,1.0,0.0,0.0,0.0
63,43.1,32,60,37.4,20,100,81.0,59,22,15.3,5,29.8,29.4,29.0,2020-03-19,1.0,0.0,0.0,0.0
32,29.7,28,20,17.7,15,69,61.1,54,17,10.5,5,29.9,29.9,29.8,2020-03-20,1.0,0.0,0.0,0.0
35,31.9,28,33,27.7,19,100,85.6,54,14,6.9,0,29.9,29.7,29.5,2020-03-21,1.0,0.0,0.0,0.0
43,36.4,33,34,32.9,31,100,88.3,67,10,3.7,0,29.5,29.5,29.4,2020-03-22,1.0,0.0,0.0,0.0
45,37.4,33,35,33.2,31,96,85.3,63,13,4.5,0,29.5,29.4,29.3,2020-03-23,1.0,0.0,0.0,0.0
55,46.0,34,47,39.3,32,96,78.8,59,16,7.5,0,29.3,29.3,29.1,2020-03-24,1.0,0.0,0.0,0.0
51,45.4,39,47,42.5,38,96,89.8,80,16,9.0,0,29.3,29.2,29.1,2020-03-25,1.0,0.0,0.0,0.0
50,43.8,37,48,42.8,37,100,96.4,86,14,10.4,6,29.3,29.2,29.1,2020-03-26,1.0,0.0,0.0,0.0
67,50.9,45,64,50.2,45,100,97.8,72,25,9.6,0,29.1,29.0,28.8,2020-03-27,1.0,0.0,0.0,0.0
63,49.0,44,50,39.7,36,87,70.7,54,32,21.4,10,29.3,29.0,28.8,2020-03-28,1.0,0.0,0.0,0.0
50,44.0,40,36,33.3,31,73,66.2,52,18,13.2,6,29.5,29.4,29.3,2020-03-29,1.0,0.0,0.0,0.0
42,38.9,37,36,34.3,31,93,83.6,73,15,11.9,8,29.5,29.4,29.3,2020-03-30,1.0,0.0,0.0,0.0
45,32.9,20,83,62.3,51,20,12.8,7,29.4,29.2,29.1,0.00,0,0,2020-03-31,1.0,0.0,0.0,0.0
33,27.8,21,20,17.7,15,78,66.2,56,14,10.0,6,29.6,29.6,29.5,2021-02-01,1.0,0.0,0.0,0.0
35,26.6,17,21,16.8,12,81,67.5,48,9,6.0,0,29.5,29.4,29.3,2021-02-02,1.0,0.0,0.0,0.0
39,32.2,19,30,25.3,12,89,76.2,55,30,16.7,8,29.3,28.8,28.6,2021-02-03,1.0,0.0,0.0,0.0
17,13.5,9,9,2.7,-1,71,62.4,54,26,21.0,12,29.3,29.1,28.9,2021-02-04,1.0,0.0,0.0,0.0
14,9.1,4,5,0.1,-5,77,67.3,49,17,11.3,8,29.4,29.4,29.3,2021-02-05,1.0,0.0,0.0,0.0
6,0.5,-6,-9,-11.9,-15,65,56.3,46,14,8.4,0,29.6,29.6,29.5,2021-02-06,1.0,0.0,0.0,0.0
15,10.8,2,9,3.0,-11,80,71.0,52,12,3.0,0,29.7,29.6,29.6,2021-02-07,1.0,0.0,0.0,0.0
18,10.1,3,4,-3.8,-7,77,54.9,36,12,7.4,0,29.7,29.7,29.6,2021-02-08,1.0,0.0,0.0,0.0
17,13.5,7,8,2.1,-6,74,61.0,45,15,9.8,5,29.8,29.7,29.7,2021-02-09,1.0,0.0,0.0,0.0
24,16.8,5,14,6.7,-4,78,64.7,54,16,10.7,0,29.8,29.7,29.7,2021-02-10,1.0,0.0,0.0,0.0
20,13.8,9,9,4.3,0,77,66.5,56,14,11.1,8,29.7,29.7,29.7,2021-02-11,1.0,0.0,0.0,0.0
14,8.4,0,6,1.0,-11,77,71.7,60,16,11.4,8,29.7,29.6,29.6,2021-02-12,1.0,0.0,0.0,0.0
5,1.3,-3,-6,-10.3,-16,69,59.1,43,18,11.9,8,29.8,29.8,29.7,2021-02-13,1.0,0.0,0.0,0.0
18,8.0,1,12,1.4,-7,81,74.6,65,18,14.2,9,29.8,29.6,29.3,2021-02-14,1.0,0.0,0.0,0.0
21,13.0,8,8,4.7,2,80,69.7,57,16,11.4,5,29.6,29.4,29.3,2021-02-15,1.0,0.0,0.0,0.0
24,16.0,7,9,5.5,1,84,64.1,46,10,4.5,0,29.7,29.7,29.6,2021-02-16,1.0,0.0,0.0,0.0
25,20.4,17,16,12.3,7,88,71.1,60,8,3.7,0,29.7,29.7,29.6,2021-02-17,1.0,0.0,0.0,0.0
20,15.9,8,10,6.5,2,80,66.8,55,15,9.8,6,29.6,29.6,29.6,2021-02-18,1.0,0.0,0.0,0.0
29,17.8,5,14,8.5,0,92,68.2,53,9,5.6,0,29.7,29.7,29.6,2021-02-19,1.0,0.0,0.0,0.0
38,30.4,19,33,21.4,9,89,70.4,48,18,11.9,5,29.7,29.4,29.0,2021-02-20,1.0,0.0,0.0,0.0
40,33.9,26,31,26.0,20,85,73.3,60,21,17.1,12,29.2,29.1,28.9,2021-02-21,1.0,0.0,0.0,0.0
44,40.6,36,31,29.5,28,76,65.0,55,14,10.5,6,29.2,29.1,28.9,2021-02-22,1.0,0.0,0.0,0.0
45,40.0,32,33,29.4,25,75,66.2,56,20,11.7,3,29.6,29.3,29.0,2021-02-23,1.0,0.0,0.0,0.0
40,32.9,25,24,21.7,19,81,64.6,43,14,7.1,0,29.7,29.6,29.6,2021-02-24,1.0,0.0,0.0,0.0
42,35.8,26,30,22.3,15,76,59.6,36,16,8.2,0,29.6,29.4,29.2,2021-02-25,1.0,0.0,0.0,0.0
49,39.6,34,38,33.2,31,96,79.1,52,10,7.6,6,29.4,29.3,29.2,2021-02-26,1.0,0.0,0.0,0.0
49,42.2,34,47,37.9,26,97,85.1,70,21,10.6,3,29.3,29.1,29.0,2021-02-27,1.0,0.0,0.0,0.0
26,20.7,14,79,71.2,60,17,11.8,7,29.6,29.5,29.4,0.05,0,0,2021-02-28,1.0,0.0,0.0,0.0
45,39.2,35,37,31.2,27,86,74.0,55,15,9.2,3,29.4,29.3,29.2,2022-04-01,1.0,0.0,0.0,0.0
48,41.7,34,38,34.4,30,89,76.0,63,12,5.4,0,29.4,29.4,29.3,2022-04-02,1.0,0.0,0.0,0.0
55,47.6,43,43,38.7,36,86,71.3,63,18,11.2,5,29.3,29.2,29.1,2022-04-03,1.0,0.0,0.0,0.0
55,45.9,39,49,38.7,35,93,76.5,61,15,8.2,0,29.2,29.1,28.9,2022-04-04,1.0,0.0,0.0,0.0
59,52.8,46,51,42.5,33,86,69.5,46,23,15.8,8,28.9,28.9,28.8,2022-04-05,1.0,0.0,0.0,0.0
45,43.5,42,38,33.2,29,85,67.5,55,22,16.4,8,28.9,28.9,28.9,2022-04-06,1.0,0.0,0.0,0.0
42,38.9,36,36,33.8,32,89,82.2,76,13,7.5,0,29.1,29.0,28.9,2022-04-07,1.0,0.0,0.0,0.0
49,38.9,34,30,28.0,25,82,66.6,41,15,9.3,0,29.3,29.2,29.1,2022-04-08,1.0,0.0,0.0,0.0
64,52.2,36,37,30.8,27,73,46.8,30,24,11.8,0,29.3,29.2,28.9,2022-04-09,1.0,0.0,0.0,0.0
63,57.5,49,45,36.0,32,59,45.1,34,15,9.1,0,29.3,29.1,28.9,2022-04-10,1.0,0.0,0.0,0.0
72,61.6,44,61,44.9,28,78,57.3,23,23,13.0,0,29.3,29.2,28.9,2022-04-11,1.0,0.0,0.0,0.0
71,64.1,45,63,57.3,38,87,78.9,68,30,16.6,6,29.0,28.9,28.8,2022-04-12,1.0,0.0,0.0,0.0
54,45.8,37,33,24.6,17,76,47.1,25,37,19.9,6,29.3,29.2,29.1,2022-04-13,1.0,0.0,0.0,0.0
55,47.5,43,37,24.0,16,68,40.9,28,22,13.0,7,29.3,29.3,29.2,2022-04-14,1.0,0.0,0.0,0.0
50,41.4,35,28,23.9,21,65,50.6,36,20,10.7,5,29.6,29.4,29.4,2022-04-15,1.0,0.0,0.0,0.0
42,39.3,34,31,25.4,23,73,58.1,49,16,9.3,0,29.7,29.6,29.5,2022-04-16,1.0,0.0,0.0,0.0
42,38.4,35,34,31.0,26,92,75.8,58,23,10.2,0,29.5,29.4,29.4,2022-04-17,1.0,0.0,0.0,0.0
50,42.5,38,31,28.6,25,73,59.1,38,17,11.4,7,29.5,29.5,29.4,2022-04-18,1.0,0.0,0.0,0.0
55,49.2,43,49,36.6,29,89,62.4,52,20,13.9,9,29.6,29.4,29.2,2022-04-19,1.0,0.0,0.0,0.0
70,58.0,52,52,46.3,40,93,68.7,35,21,13.5,0,29.7,29.4,29.2,2022-04-20,1.0,0.0,0.0,0.0
60,52.8,50,48,43.6,34,86,71.7,48,24,12.1,0,29.7,29.6,29.4,2022-04-21,1.0,0.0,0.0,0.0
85,72.6,58,59,54.0,50,78,54.5,32,29,16.5,8,29.4,29.2,29.1,2022-04-22,1.0,0.0,0.0,0.0
75,69.6,60,63,56.4,40,81,63.5,46,24,17.8,9,29.3,29.2,29.1,2022-04-23,1.0,0.0,0.0,0.0
59,51.3,43,39,33.4,27,54,50.5,45,23,14.5,5,29.5,29.4,29.3,2022-04-24,1.0,0.0,0.0,0.0
53,44.0,40,29,27.1,23,63,52.4,33,18,12.2,3,29.6,29.6,29.5,2022-04-25,1.0,0.0,0.0,0.0
43,39.5,36,30,25.5,22,70,57.8,50,18,10.8,5,29.7,29.6,29.6,2022-04-26,1.0,0.0,0.0,0.0
52,47.7,40,39,34.8,31,73,61.4,50,15,11.0,6,29.6,29.5,29.5,2022-04-27,1.0,0.0,0.0,0.0
69,59.0,51,44,36.4,31,56,43.5,33,21,13.4,6,29.5,29.4,29.3,2022-04-28,1.0,0.0,0.0,0.0
72,62.9,54,61,51.3,38,84,66.3,53,25,15.6,6,29.3,29.1,28.9,2022-04-29,1.0,0.0,0.0,0.0
31,25.8,22,82,65.0,43,16,10.2,3,29.5,29.3,29.1,0.02,0,0,2022-04-30,1.0,0.0,0.0,0.0
51,42.9,39,52,52.0,52,29.4,29.3,29.2,0.00,0,0,0,0,0,2024-03-01,1.0,0.0,0.0,0.0
59,48.3,40,64,42.5,28,29.4,29.4,29.4,0,0,0,0,0,0,2024-03-02,1.0,0.0,0.0,0.0
43,36.8,32,56,42.5,27,29.4,29.4,29.3,0,0,0,0,0,0,2024-03-03,1.0,0.0,0.0,0.0
37,31.1,26,71,55.4,39,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-04,1.0,0.0,0.0,0.0
29,21.4,16,96,79.9,57,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-05,1.0,0.0,0.0,0.0
39,35.4,30,83,73.5,56,29.3,29.3,29.3,0,0,0,0,0,0,2024-03-06,1.0,0.0,0.0,0.0
48,42.2,37,79,55.8,33,29.5,29.4,29.2,0,0,0,0,0,0,2024-03-07,1.0,0.0,0.0,0.0
59,53.6,42,54,46.1,35,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-08,1.0,0.0,0.0,0.0
41,37.5,34,59,50.4,41,29.2,29.2,29.1,0,0,0,0,0,0,2024-03-09,1.0,0.0,0.0,0.0
39,34.6,20,13,8.9,6,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-10,1.0,0.0,0.0,0.0
39,35.5,30,13,8.7,5,29.5,29.4,29.3,0,0,0,0,0,0,2024-03-11,1.0,0.0,0.0,0.0
44,41.1,37,25,17.0,10,29.3,29.1,29.0,0,0,0,0,0,0,2024-03-12,1.0,0.0,0.0,0.0
36,28.5,18,22,10.9,5,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-13,1.0,0.0,0.0,0.0
18,18.0,18,23,14.7,8,29.5,29.4,29.3,0,0,0,0,0,0,2024-03-14,1.0,0.0,0.0,0.0
35,27.9,20,18,12.6,8,0.00,0,0,0,0,0,0,0,0,2024-03-15,1.0,0.0,0.0,0.0
42,36.8,33,12,7.8,3,0.00,0,0,0,0,0,0,0,0,2024-03-16,1.0,0.0,0.0,0.0
43,40.4,35,16,10.1,5,0.00,0,0,0,0,0,0,0,0,2024-03-17,1.0,0.0,0.0,0.0
56,44.0,37,22,13.2,8,0.00,0,0,0,0,0,0,0,0,2024-03-18,1.0,0.0,0.0,0.0
36,34.7,33,14,13.5,13,1.10,0,0,0,0,0,0,0,0,2024-03-19,1.0,0.0,0.0,0.0
38,32.2,26,25,13.4,5,0.03,0,0,0,0,0,0,0,0,2024-03-20,1.0,0.0,0.0,0.0
24,17.5,14,23,13.2,8,0.00,0,0,0,0,0,0,0,0,2024-03-21,1.0,0.0,0.0,0.0
18,14.5,10,13,6.4,0,0.00,0,0,0,0,0,0,0,0,2024-03-22,1.0,0.0,0.0,0.0
58,46.5,34,22,12.3,0,0.75,0,0,0,0,0,0,0,0,2024-03-23,1.0,0.0,0.0,0.0
86,62.5,44,20,10.6,3,0.00,0,0,0,0,0,0,0,0,2024-03-24,1.0,0.0,0.0,0.0
83,57.7,28,29,17.3,7,0.00,0,0,0,0,0,0,0,0,2024-03-25,1.0,0.0,0.0,0.0
90,72.6,59,18,14.3,10,0.00,0,0,0,0,0,0,0,0,2024-03-26,1.0,0.0,0.0,0.0
93,83.1,73,16,13.2,9,0.00,0,0,0,0,0,0,0,0,2024-03-27,1.0,0.0,0.0,0.0
93,74.1,38,29.6,29.5,29.4,0.33,0,0,0,0,0,0,0,0,2024-03-28,1.0,0.0,0.0,0.0
76,71.5,65,29.4,29.4,29.3,0.35,0,0,0,0,0,0,0,0,2024-03-29,1.0,0.0,0.0,0.0
93,86.3,77,29.3,29.2,29.1,0.00,0,0,0,0,0,0,0,0,2024-03-30,1.0,0.0,0.0,0.0
83,62.6,43,29.3,29.2,29.1,0.00,0,0,0,0,0,0,0,0,2024-03-31,1.0,0.0,0.0,0.0
42,38.2,34,34,31.5,30,86,77.0,65,16,10.0,0,29.5,29.4,29.4,2024-02-01,1.0,0.0,0.0,0.0
40,34.9,31,32,28.9,27,86,79.1,68,12,7.0,5,29.5,29.4,29.4,2024-02-02,1.0,0.0,0.0,0.0
46,37.8,33,33,30.3,28,86,75.3,50,15,9.3,6,29.4,29.4,29.4,2024-02-03,1.0,0.0,0.0,0.0
42,37.0,33,32,30.8,30,89,78.8,62,12,9.3,6,29.5,29.4,29.4,2024-02-04,1.0,0.0,0.0,0.0
42,36.7,33,34,31.9,29,93,83.2,67,8,5.3,0,29.6,29.5,29.5,2024-02-05,1.0,0.0,0.0,0.0
47,40.6,30,35,31.6,28,92,71.5,56,12,6.4,0,29.6,29.5,29.3,2024-02-06,1.0,0.0,0.0,0.0
58,54.0,47,49,42.0,31,80,64.7,47,30,18.4,9,29.3,29.1,29.0,2024-02-07,1.0,0.0,0.0,0.0
57,49.2,38,48,36.1,29,80,61.4,49,23,12.6,3,29.2,29.1,29.0,2024-02-08,1.0,0.0,0.0,0.0
43,37.1,33,28,25.7,24,79,64.3,51,14,8.7,3,29.4,29.3,29.2,2024-02-09,1.0,0.0,0.0,0.0
43,34.2,29,26,23.8,21,85,66.6,47,12,5.8,0,29.4,29.4,29.3,2024-02-10,1.0,0.0,0.0,0.0
46,36.2,27,28,24.7,22,85,65.2,42,9,4.3,0,29.3,29.2,29.1,2024-02-11,1.0,0.0,0.0,0.0
41,35.3,30,26,20.8,17,75,56.9,40,10,7.4,0,29.5,29.3,29.2,2024-02-12,1.0,0.0,0.0,0.0
47,38.1,27,25,22.1,20,75,54.2,37,10,5.6,0,29.6,29.5,29.3,2024-02-13,1.0,0.0,0.0,0.0
45,40.9,32,40,24.0,8,82,53.7,27,22,14.4,8,29.5,29.3,29.1,2024-02-14,1.0,0.0,0.0,0.0
33,29.8,23,18,13.4,9,64,50.6,43,22,10.4,3,29.5,29.4,29.4,2024-02-15,1.0,0.0,0.0,0.0
30,21.5,14,13,6.2,-1,63,52.1,40,25,16.9,8,29.5,29.4,29.2,2024-02-16,1.0,0.0,0.0,0.0
46,34.5,24,19,16.6,13,66,49.8,31,20,11.8,0,29.4,29.2,29.1,2024-02-17,1.0,0.0,0.0,0.0
51,39.0,27,28,22.0,18,75,53.4,29,9,4.7,0,29.5,29.4,29.4,2024-02-18,1.0,0.0,0.0,0.0
58,45.5,32,33,28.2,25,75,53.8,30,16,8.7,3,29.5,29.5,29.4,2024-02-19,1.0,0.0,0.0,0.0
67,55.0,46,41,35.7,31,56,49.0,34,20,10.3,0,29.4,29.2,29.1,2024-02-20,1.0,0.0,0.0,0.0
60,51.9,47,36,32.7,28,61,48.8,30,13,6.2,0,29.1,29.0,29.0,2024-02-21,1.0,0.0,0.0,0.0
52,37.4,28,33,28.1,21,88,70.7,40,26,15.5,6,29.2,29.1,29.0,2024-02-22,1.0,0.0,0.0,0.0
35,30.0,25,20,16.6,13,69,58.0,46,22,11.3,0,29.4,29.3,29.3,2024-02-23,1.0,0.0,0.0,0.0
61,46.7,33,37,28.3,19,68,50.2,34,20,10.2,0,29.3,29.1,29.1,2024-02-24,1.0,0.0,0.0,0.0
72,57.5,43,52,36.0,29,70,47.2,24,17,10.3,0,29.2,29.0,28.8,2024-02-25,1.0,0.0,0.0,0.0
72,62.3,54,58,54.2,46,90,75.7,57,25,13.7,0,28.8,28.7,28.6,2024-02-26,1.0,0.0,0.0,0.0
53,32.5,24,43,17.3,1,76,55.6,33,29,18.8,12,29.7,29.2,28.7,2024-02-27,1.0,0.0,0.0,0.0
45,33.4,20,18,9.5,2,52,37.7,26,17,10.3,0,29.8,29.7,29.6,2024-02-28,1.0,0.0,0.0,0.0
40,35.0,32,86,78.1,55,16,10.3,6,29.4,29.3,29.2,0.00,0,0,2024-02-29,1.0,0.0,0.0,0.0
33,24.2,20,29,18.3,9,88,78.3,62,22,15.4,10,29.7,29.6,29.4,2022-02-01,1.0,0.0,0.0,0.0
27,24.8,20,18,14.6,9,72,65.4,59,24,17.4,9,29.8,29.7,29.7,2022-02-02,1.0,0.0,0.0,0.0
25,19.6,12,15,10.0,4,78,66.9,46,16,10.7,3,29.7,29.6,29.6,2022-02-03,1.0,0.0,0.0,0.0
19,14.0,6,6,2.9,-1,73,61.7,50,18,11.4,0,29.8,29.7,29.5,2022-02-04,1.0,0.0,0.0,0.0
33,27.0,19,25,16.6,6,75,64.9,57,16,12.3,8,29.5,29.5,29.4,2022-02-05,1.0,0.0,0.0,0.0
31,23.8,18,26,14.8,10,82,69.0,53,16,10.7,5,29.5,29.5,29.4,2022-02-06,1.0,0.0,0.0,0.0
40,30.0,19,29,19.2,10,71,64.4,56,14,10.6,5,29.4,29.3,29.1,2022-02-07,1.0,0.0,0.0,0.0
41,37.6,34,30,28.6,27,76,70.3,60,20,13.4,8,29.1,29.1,29.0,2022-02-08,1.0,0.0,0.0,0.0
36,31.5,28,28,22.1,18,76,68.5,59,17,13.3,8,29.3,29.2,29.0,2022-02-09,1.0,0.0,0.0,0.0
44,37.3,31,35,30.1,21,86,75.8,60,24,17.1,13,29.3,29.0,28.8,2022-02-10,1.0,0.0,0.0,0.0
29,19.8,15,19,5.4,0,67,54.1,42,20,12.0,5,29.7,29.6,29.4,2022-02-11,1.0,0.0,0.0,0.0
19,16.1,14,7,2.2,-1,70,54.6,43,13,8.6,3,29.6,29.6,29.6,2022-02-12,1.0,0.0,0.0,0.0
27,21.5,16,16,8.2,-1,66,56.7,47,10,7.3,5,29.7,29.6,29.6,2022-02-13,1.0,0.0,0.0,0.0
46,33.1,23,29,18.5,10,71,55.7,43,17,11.3,3,29.8,29.6,29.3,2022-02-14,1.0,0.0,0.0,0.0
54,49.8,43,48,40.6,30,93,71.7,52,26,15.7,0,29.3,29.2,29.1,2022-02-15,1.0,0.0,0.0,0.0
39,26.5,18,35,20.2,8,86,77.4,65,23,18.8,13,29.4,29.3,29.2,2022-02-16,1.0,0.0,0.0,0.0
32,22.4,9,23,10.1,2,73,60.0,45,26,17.1,5,29.6,29.4,29.2,2022-02-17,1.0,0.0,0.0,0.0
25,17.4,12,8,2.2,-4,62,51.8,44,29,14.3,6,29.8,29.6,29.3,2022-02-18,1.0,0.0,0.0,0.0
49,37.7,20,33,24.0,9,73,58.5,46,29,16.8,6,29.5,29.3,29.2,2022-02-19,1.0,0.0,0.0,0.0
54,43.9,34,48,36.0,29,86,74.3,61,12,5.9,0,29.3,29.2,29.1,2022-02-20,1.0,0.0,0.0,0.0
54,38.1,26,51,34.3,17,93,86.2,69,22,10.8,0,29.5,29.2,29.0,2022-02-21,1.0,0.0,0.0,0.0
25,22.6,18,16,11.1,6,71,61.6,46,18,12.6,6,29.8,29.8,29.6,2022-02-22,1.0,0.0,0.0,0.0
29,27.5,24,23,19.9,15,85,73.3,61,20,11.9,5,29.8,29.6,29.4,2022-02-23,1.0,0.0,0.0,0.0
31,27.0,20,23,18.5,13,85,71.3,51,13,7.5,0,29.8,29.7,29.4,2022-02-24,1.0,0.0,0.0,0.0
33,25.7,16,22,15.0,9,77,64.6,51,16,11.1,5,29.8,29.8,29.6,2022-02-25,1.0,0.0,0.0,0.0
45,36.0,29,22,19.8,18,69,53.4,35,16,9.0,0,29.6,29.5,29.5,2022-02-26,1.0,0.0,0.0,0.0
55,42.5,30,31,26.6,21,75,55.2,34,24,10.2,0,29.5,29.4,29.3,2022-02-27,1.0,0.0,0.0,0.0
38,30.0,22,89,70.8,55,17,10.7,6,29.4,29.3,29.2,0.00,0,0,2022-02-28,1.0,0.0,0.0,0.0
34,24.2,12,18,10.2,-7,68,55.8,41,23,14.8,8,29.7,29.5,29.4,2023-02-01,1.0,0.0,0.0,0.0
12,8.1,2,-2,-9.4,-13,56,45.6,34,21,9.1,0,29.9,29.9,29.7,2023-02-02,1.0,0.0,0.0,0.0
42,29.3,13,27,15.4,-2,65,56.3,51,21,14.9,9,29.8,29.4,29.2,2023-02-03,1.0,0.0,0.0,0.0
43,37.0,29,29,25.9,21,73,64.8,57,17,11.9,3,29.5,29.3,29.2,2023-02-04,1.0,0.0,0.0,0.0
46,36.3,24,30,24.8,20,85,64.3,49,25,10.5,0,29.6,29.4,29.1,2023-02-05,1.0,0.0,0.0,0.0
50,39.7,31,41,31.9,24,82,74.2,54,22,14.0,5,29.6,29.3,29.1,2023-02-06,1.0,0.0,0.0,0.0
43,35.2,27,32,26.3,23,85,71.2,51,10,4.3,0,29.6,29.5,29.3,2023-02-07,1.0,0.0,0.0,0.0
47,39.4,36,45,37.5,32,100,93.2,79,20,13.0,3,29.4,29.0,28.8,2023-02-08,1.0,0.0,0.0,0.0
39,34.0,26,32,21.5,10,89,62.5,30,16,10.3,0,29.7,29.6,29.4,2023-02-09,1.0,0.0,0.0,0.0
47,34.5,23,24,18.5,12,81,55.6,25,14,8.5,0,29.7,29.6,29.5,2023-02-10,1.0,0.0,0.0,0.0
52,41.0,29,25,22.2,19,72,49.5,28,12,8.6,0,29.5,29.3,29.1,2023-02-11,1.0,0.0,0.0,0.0
52,43.0,35,27,23.5,18,70,48.3,26,16,9.7,5,29.2,29.2,29.1,2023-02-12,1.0,0.0,0.0,0.0
54,47.2,36,46,33.3,23,83,59.4,43,28,14.5,6,29.2,29.0,28.8,2023-02-13,1.0,0.0,0.0,0.0
52,43.3,36,46,35.4,28,90,74.0,66,31,18.7,8,29.4,29.1,28.8,2023-02-14,1.0,0.0,0.0,0.0
36,32.2,25,33,28.8,20,100,87.6,72,24,17.5,7,29.4,29.2,29.1,2023-02-15,1.0,0.0,0.0,0.0
27,23.2,20,20,14.2,9,81,68.8,55,18,12.7,5,29.6,29.6,29.4,2023-02-16,1.0,0.0,0.0,0.0
46,36.3,24,29,23.2,15,69,59.6,49,16,12.8,9,29.6,29.5,29.3,2023-02-17,1.0,0.0,0.0,0.0
52,44.1,39,33,29.7,27,73,57.8,43,22,14.3,8,29.3,29.2,29.1,2023-02-18,1.0,0.0,0.0,0.0
45,38.7,31,31,28.2,24,76,66.3,55,12,7.1,0,29.2,29.1,28.9,2023-02-19,1.0,0.0,0.0,0.0
41,33.3,26,32,17.0,9,73,52.5,33,23,12.9,0,29.2,29.1,28.9,2023-02-20,1.0,0.0,0.0,0.0
35,34.4,34,35,29.6,21,100,83.6,59,22,16.0,6,29.1,29.0,28.9,2023-02-21,1.0,0.0,0.0,0.0
43,34.3,24,40,28.1,11,100,79.5,57,25,14.9,0,29.8,29.3,29.0,2023-02-22,1.0,0.0,0.0,0.0
28,24.6,18,23,15.9,10,88,70.1,51,13,8.6,5,30.0,29.9,29.7,2023-02-23,1.0,0.0,0.0,0.0
38,31.8,28,27,24.0,22,85,73.5,57,14,9.8,5,29.7,29.5,29.4,2023-02-24,1.0,0.0,0.0,0.0
50,37.8,28,29,25.9,23,92,64.8,38,12,7.5,0,29.4,29.3,29.1,2023-02-25,1.0,0.0,0.0,0.0
58,46.9,39,51,40.5,27,93,79.1,58,25,17.2,8,29.1,28.7,28.4,2023-02-26,1.0,0.0,0.0,0.0
50,42.0,37,35,30.5,26,82,64.8,39,14,8.0,0,29.2,29.2,29.0,2023-02-27,1.0,0.0,0.0,0.0
13,4.6,-4,70,56.3,39,16,9.8,5,29.7,29.6,29.5,0.00,0,0,2023-02-28,1.0,0.0,0.0,0.0
60,44.0,34,37,30.9,26,78,61.4,42,20,10.0,0,29.5,29.4,29.3,2022-03-01,1.0,0.0,0.0,0.0
